rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license,sample,label
2.0,no,moudov,2 (stereo),2016-05-20,Not specified,76,XC349470.mp3,Not specified,Mourning Dove,Not specified,XC349470 Mourning Dove (Zenaida macroura),[],yes,Zenaida macroura," Cut Bank, Glacier County, Montana",48.635,48000 (Hz),song,1100 m,Recording amplified.,320100 (bps),mp3,Not specified,,349470,https://www.xeno-canto.org/349470,United States,Thomas Magarian,Zenaida macroura_Mourning Dove,-112.3305,Not specified,13:58,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,moudov/XC349470.npy,62
4.5,no,mallar3,2 (stereo),2014-06-30,Not specified,15,XC208506.mp3,Not specified,Mallard,Not specified,XC208506 Mallard (Anas platyrhynchos),"['Branta canadensis_Canada Goose', 'Chroicocephalus ridibundus_Black-headed Gull']",yes,Anas platyrhynchos," Ryde, Isle of Wight, England",50.7303,44100 (Hz),"call, water splashing",0 m,,160000 (bps),mp3,Not specified,Canada Goose (Branta canadensis); Black-headed Gull (Chroicocephalus ridibundus),208506,https://www.xeno-canto.org/208506,United Kingdom,Eetu Paljakka,Anas platyrhynchos_Mallard,-1.1484,Not specified,12:13,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,mallar3/XC208506.npy,59
4.0,no,purfin,2 (stereo),2015-11-28,Not specified,16,XC294188.mp3,Not specified,Purple Finch,Not specified,XC294188 Purple Finch (Haemorhous purpureus),[],yes,Haemorhous purpureus," Bishop, Inyo County, California",37.369,48000 (Hz),call,1300 m,High pass filter ran and amplified. Recording for documentation as they are rare in this area. Female/immature type calling as it feed in a fruiting tree. Same individual as XC294187,128000 (bps),mp3,Not specified,,294188,https://www.xeno-canto.org/294188,United States,David Vander Pluym,Haemorhous purpureus_Purple Finch,-118.398,Not specified,09:35,David Vander Pluym,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,purfin/XC294188.npy,71
2.5,no,moudov,1 (mono),2016-02-20,decreasing,54,XC310250.mp3,level,Mourning Dove,1-3,XC310250 Mourning Dove (Zenaida macroura),['Agelaius phoeniceus_Red-winged Blackbird'],yes,Zenaida macroura," Croton Point Park, Croton, New York",Not specified,44100 (Hz),"call, wing noise",? m,Landing on a branch above me.,88665 (bps),mp3,level,Red-winged Blackbird (Agelaius phoeniceus),310250,https://www.xeno-canto.org/310250,United States,Daniel Parker,Zenaida macroura_Mourning Dove,Not specified,0-3(s),15:00,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,moudov/XC310250.npy,62
3.5,no,westan,1 (mono),2016-05-21,Not specified,29,XC318002.mp3,Not specified,Western Tanager,Not specified,XC318002 Western Tanager (Piranga ludoviciana),"['Catharus guttatus_Hermit Thrush', 'Trogon elegans_Elegant Trogon', 'Vireo gilvus_Warbling Vireo', 'Myiarchus tuberculifer_Dusky-capped Flycatcher']",yes,Piranga ludoviciana," Carrie Nation Mine Trail, Santa Cruz County, Arizona",31.7056,44100 (Hz),"call, male",1800 m,Calling incessantly while foraging about 50' from me.  This string of calling began at least a minute before recording began and continued for a good minute after.,96000 (bps),mp3,Not specified,Hermit Thrush (Catharus guttatus); Elegant Trogon (Trogon elegans); Warbling Vireo (Vireo gilvus); Dusky-capped Flycatcher (Myiarchus tuberculifer),318002,https://www.xeno-canto.org/318002,United States,Bobby Wilcox,Piranga ludoviciana_Western Tanager,-110.8769,Not specified,10:30,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,westan/XC318002.npy,91
5.0,no,rebnut,2 (stereo),2015-10-18,Not specified,34,XC349770.mp3,Not specified,Red-breasted Nuthatch,Not specified,XC349770 Red-breasted Nuthatch (Sitta canadensis),[],yes,Sitta canadensis," Kirk Hill Natural Area, Gallatin County, Montana",45.5892,44100 (Hz),call,1700 m,Recording amplified.,320242 (bps),mp3,Not specified,,349770,https://www.xeno-canto.org/349770,United States,Thomas Magarian,Sitta canadensis_Red-breasted Nuthatch,-111.062,Not specified,10:35,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,rebnut/XC349770.npy,72
5.0,no,rebnut,2 (stereo),2016-12-02,Not specified,31,XC344953.mp3,Not specified,Red-breasted Nuthatch,Not specified,XC344953 Red-breasted Nuthatch (Sitta canadensis),[],yes,Sitta canadensis," White Hall (near  Crozet), Albemarle County, Virginia",38.0606,48000 (Hz),call,170 m,,128000 (bps),mp3,Not specified,,344953,https://www.xeno-canto.org/344953,United States,Ross Gallardy,Sitta canadensis_Red-breasted Nuthatch,-78.6675,Not specified,09:30,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,rebnut/XC344953.npy,72
5.0,no,bkcchi,1 (mono),2018-04-25,Not specified,32,XC483199.mp3,Not specified,Black-capped Chickadee,Not specified,XC483199 Black-capped Chickadee (Poecile atricapillus),[],yes,Poecile atricapillus," Lake Bemidji State Park, Beltrami, Minnesota",47.5392,48000 (Hz),song,420 m,Two male chickadees counter singing.,192000 (bps),mp3,Not specified,,483199,https://www.xeno-canto.org/483199,United States,Keith Corliss,Poecile atricapillus_Black-capped Chickadee,-94.8263,Not specified,10:30,Keith Corliss,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,bkcchi/XC483199.npy,10
4.5,no,rebnut,2 (stereo),2016-01-09,Not specified,36,XC299109.mp3,Not specified,Red-breasted Nuthatch,Not specified,XC299109 Red-breasted Nuthatch (Sitta canadensis),"['Junco hyemalis_Dark-eyed Junco', 'Quiscalus mexicanus_Great-tailed Grackle']",yes,Sitta canadensis," Apollo Park, Lancaster, Los Angeles County, California",34.7434,44100 (Hz),call,700 m,"Recorded at a suburban park in the desert.  The park has extensive non-native pines in which the nuthatches were foraging.  There were up to three vocalizing during this recording.  The park has a large pond.  The surrounding desert has a lot of scrub with abundant saltbush.  There is also an airport next to the park and the sounds of aircraft are audible on the recording.  Human voices are also audible in the background.

Equipment: Sony PCM-M10 recorder and a Sennheiser MKE-400 microphone.
Modifications to the file: cropped.",128000 (bps),mp3,Not specified,Dark-eyed Junco (Junco hyemalis); Great-tailed Grackle (Quiscalus mexicanus),299109,https://www.xeno-canto.org/299109,United States,Lance A. M. Benner,Sitta canadensis_Red-breasted Nuthatch,-118.2005,Not specified,08:46,Lance A. M. Benner,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,rebnut/XC299109.npy,72
4.5,no,mallar3,2 (stereo),2014-06-09,Not specified,15,XC209086.mp3,Not specified,Mallard,Not specified,XC209086 Mallard (Anas platyrhynchos),"['Phylloscopus trochilus_Willow Warbler', 'Cyanistes caeruleus_Eurasian Blue Tit', 'Sylvia borin_Garden Warbler', 'Fringilla coelebs_Common Chaffinch']",yes,Anas platyrhynchos," Savonlinna, Savonlinna, Southern Savonia",61.8646,44100 (Hz),call,80 m,,160000 (bps),mp3,Not specified,Willow Warbler (Phylloscopus trochilus); Eurasian Blue Tit (Cyanistes caeruleus); Garden Warbler (Sylvia borin); Common Chaffinch (Fringilla coelebs),209086,https://www.xeno-canto.org/209086,Finland,Eetu Paljakka,Anas platyrhynchos_Mallard,28.8968,Not specified,13:16,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,mallar3/XC209086.npy,59
4.0,no,cangoo,1 (mono),2016-09-23,Not specified,16,XC337062.mp3,Not specified,Canada Goose,Not specified,XC337062 Canada Goose (Branta canadensis),[],yes,Branta canadensis," Essex Ferry Dock NY (near  Essex), Essex County, New York",44.3106,44100 (Hz),call,30 m,,80000 (bps),mp3,Not specified,,337062,https://www.xeno-canto.org/337062,United States,Matthias Sirch,Branta canadensis_Canada Goose,-73.3511,Not specified,19:24,Matthias Sirch,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,cangoo/XC337062.npy,25
4.5,no,pinsis,1 (mono),2001-06-15,both,99,XC348823.mp3,level,Pine Siskin,>20,XC348823 Pine Siskin (Spinus pinus),"['Catharus guttatus_Hermit Thrush', ""Haemorhous cassinii_Cassin's Finch"", 'Loxia curvirostra_Red Crossbill', 'Junco hyemalis_Dark-eyed Junco']",yes,Spinus pinus," Observatorio area, Sierra San Pedro Martir, Baja California",31.014,44100 (Hz),"call, song",2600 m,"1st recording of two; both recordings have appropriation, and I'm not sure if the crossbill calls are real or imitations (I did not have crossbill in my notes for that day);
01/13/18:  subsequently to the above, I have also added parts of these recordings as XC399198, calling it Pine Siskin, and raising the issue of the apparent appropriation of Crossbill flight notes (Type 2).",128000 (bps),mp3,both,Hermit Thrush (Catharus guttatus); Cassin's Finch (Haemorhous cassinii); Red Crossbill (Loxia curvirostra); Dark-eyed Junco (Junco hyemalis),348823,https://www.xeno-canto.org/348823,Mexico,Richard E. Webster,Spinus pinus_Pine Siskin,-115.463,>10(s),13:30,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,pinsis/XC348823.npy,70
3.0,no,brdowl,1 (mono),2015-06-01,Not specified,15,XC384034.mp3,Not specified,Barred Owl,Not specified,XC384034 Barred Owl (Strix varia),[],no,Strix varia," Scott County, Tennessee",36.5313,44100 (Hz),"Hoo-aw call, call",440 m,"I dont have the exact place but it was somewhere on the sheltowee Trace trail in Tennessee.

Editing: High-pass filter, cutoff frequency 1kHz, some amplification.

Equipment: iPhone4",192000 (bps),mp3,Not specified,,384034,https://www.xeno-canto.org/384034,United States,Antonio Xeira,Strix varia_Barred Owl,-84.7228,Not specified,?,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,brdowl/XC384034.npy,16
2.5,no,evegro,2 (stereo),2011-05-16,level,33,XC77883.mp3,level,Evening Grosbeak,1-3,XC77883 Evening Grosbeak (Hesperiphona vespertina),"['Seiurus aurocapilla_Ovenbird', 'Setophaga fusca_Blackburnian Warbler']",yes,Hesperiphona vespertina," Bear Head Lake State Park, St. Louis, Minnesota",47.795,44100 (Hz),call,460 m,"A group of 3 birds (1 male, 2 female) foraging in pine trees near the campground",120791 (bps),mp3,level,Ovenbird (Seiurus aurocapilla); Blackburnian Warbler (Setophaga fusca),77883,https://www.xeno-canto.org/77883,United States,Jonathon Jongsma,Coccothraustes vespertinus_Evening Grosbeak,-92.079,0-3(s),07:08,Jonathon Jongsma,Creative Commons Attribution-ShareAlike 3.0,evegro/XC77883.npy,39
3.0,no,purfin,1 (mono),2014-02-08,Not specified,314,XC167978.mp3,Not specified,Purple Finch,Not specified,XC167978 Purple Finch (Haemorhous purpureus),[],yes,Haemorhous purpureus," Wootton Rd, Metchosin, Vancouver Island, British Columbia",48.3812,44100 (Hz),"call, subsong",30 m,Quiet jumbled song and calls from female-type plumage bird.  Song includes probable Type 4 Red Crossbill flight call imitation.,128000 (bps),mp3,Not specified,,167978,https://www.xeno-canto.org/167978,Canada,Ian Cruickshank,Haemorhous purpureus_Purple Finch,-123.5277,Not specified,15:30,Ian Cruickshank,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,purfin/XC167978.npy,71
3.0,yes,brnthr,1 (mono),2014-10-11,Not specified,27,XC198579.mp3,Not specified,Brown Thrasher,Not specified,XC198579 Brown Thrasher (Toxostoma rufum),[],yes,Toxostoma rufum," Conchas Lake, San Miguel County, New Mexico",35.374,44100 (Hz),"smack calls, song",1300 m,Two individuals present,128000 (bps),mp3,Not specified,,198579,https://www.xeno-canto.org/198579,United States,Matt Baumann,Toxostoma rufum_Brown Thrasher,-104.1926,Not specified,11:30,Matt Baumann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,brnthr/XC198579.npy,18
2.5,no,olsfly,1 (mono),2015-09-24,level,63,XC282608.mp3,level,Olive-sided Flycatcher,1-3,XC282608 Olive-sided Flycatcher (Contopus cooperi),"['Tyrannus melancholicus_Tropical Kingbird', 'Contopus sordidulus_Western Wood-Pewee', ""Cantorchilus modestus_Cabanis's Wren"", 'Ramphocelus passerinii_Scarlet-rumped Tanager', 'Saltator maximus_Buff-throated Saltator', 'Psarocolius montezuma_Montezuma Oropendola']",yes,Contopus cooperi," Paraíso, Cantón de Paraíso, Cartago",9.831,44100 (Hz),call,1200 m,"Recording filtered minimally.  Bird calling from exposed perched, 8m above ground in young second growth, 14m away from mic.  Cloud cover 100%.",64023 (bps),mp3,level,Tropical Kingbird (Tyrannus melancholicus); Western Wood Pewee (Contopus sordidulus); Cabanis's Wren (Cantorchilus modestus); Scarlet-rumped Tanager (Ramphocelus passerinii); Buff-throated Saltator (Saltator maximus); Montezuma Oropendola (Psarocolius montezuma),282608,https://www.xeno-canto.org/282608,Costa Rica,Ernest Carman,Contopus cooperi_Olive-sided Flycatcher,-83.851,0-3(s),05:24,Ernest Carman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,olsfly/XC282608.npy,66
3.0,no,comgra,1 (mono),2015-05-21,increasing,21,XC247826.mp3,level,Common Grackle,1-3,XC247826 Common Grackle (Quiscalus quiscula),[],yes,Quiscalus quiscula," Wappanocca (near  Turrell), Crittenden County, Arkansas",35.3437,22050 (Hz),song,70 m,Heard high in dead tree.  Observed with other birds.,59967 (bps),mp3,level,,247826,https://www.xeno-canto.org/247826,United States,Hal Mitchell,Quiscalus quiscula_Common Grackle,-90.2127,0-3(s),08:00,Hal Mitchell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,comgra/XC247826.npy,32
2.5,no,btnwar,1 (mono),2015-07-11,both,17,XC267509.mp3,Not specified,Black-throated Green Warbler,4-6,XC267509 Black-throated Green Warbler (Setophaga virens),"['Poecile atricapillus_Black-capped Chickadee', 'Setophaga americana_Northern Parula', 'Melospiza melodia_Song Sparrow']",no,Setophaga virens," Université Sainte-Anne, Pointe-de-L'Église (Church Point), Clare, Nova Scotia",Not specified,44100 (Hz),"alarm call, song",? m,May be same individual; other songtype.,128000 (bps),mp3,Not specified,Black-capped Chickadee (Poecile atricapillus); Northern Parula (Setophaga americana); Song Sparrow (Melospiza melodia),267509,https://www.xeno-canto.org/267509,Canada,Daniel Parker,Setophaga virens_Black-throated Green Warbler,Not specified,Not specified,18:20,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,btnwar/XC267509.npy,19
5.0,no,canwre,2 (stereo),2016-04-27,decreasing,19,XC314127.mp3,decelerating,Canyon Wren,7-20,XC314127 Canyon Wren (Catherpes mexicanus),[],no,Catherpes mexicanus," Chino Canyon, Santa Rita Mnts., Arizona",31.7226,44100 (Hz),song,1100 m,Recording amplified 2x and high-pass filtered.,192000 (bps),mp3,decreasing,,314127,https://www.xeno-canto.org/314127,United States,Nick Komar,Catherpes mexicanus_Canyon Wren,-110.9483,3-6(s),09:40,Nick Komar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,canwre/XC314127.npy,27
2.5,no,olsfly,1 (mono),2018-07-31,Not specified,20,XC430785.mp3,Not specified,Olive-sided Flycatcher,Not specified,XC430785 Olive-sided Flycatcher (Contopus cooperi),"[""Cyanocitta stelleri_Steller's Jay""]",yes,Contopus cooperi," Hidden Tank, Sitgreaves National Forest, Navajo County, Arizona",34.3199,44100 (Hz),call,2200 m,Two note call of adult. Same as XC430786.,102133 (bps),mp3,Not specified,Steller's Jay (Cyanocitta stelleri),430785,https://www.xeno-canto.org/430785,United States,Eric Hough,Contopus cooperi_Olive-sided Flycatcher,-110.6945,Not specified,11:00,Eric Hough,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,olsfly/XC430785.npy,66
3.0,no,wilsni1,2 (stereo),2017-05-06,Not specified,181,XC469574.mp3,Not specified,Wilson's Snipe,Not specified,XC469574 Wilson's Snipe (Gallinago delicata),[],no,Gallinago delicata," Kings Hill Area, Little Belts, Lewis and Clark National Forest, Cascade County, Montana",46.8417,48000 (Hz),song,2300 m,Recording amplified. High pass filter. Noise reduced.,192000 (bps),mp3,Not specified,,469574,https://www.xeno-canto.org/469574,United States,Thomas Magarian,Gallinago delicata_Wilson's Snipe,-110.6954,Not specified,23:16,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,wilsni1/XC469574.npy,95
4.5,no,tuftit,2 (stereo),2017-05-13,Not specified,85,XC370944.mp3,Not specified,Tufted Titmouse,Not specified,XC370944 Tufted Titmouse (Baeolophus bicolor),"['Thryothorus ludovicianus_Carolina Wren', 'Myiarchus crinitus_Great Crested Flycatcher']",yes,Baeolophus bicolor," Mill Creek Trail near Shawnee Mission Park, Lenexa, Johnson County, Kansas",38.9806,48000 (Hz),song,260 m,"Natural, repetitious song from close bird in grove of trees along parkway trail.",128000 (bps),mp3,Not specified,Carolina Wren (Thryothorus ludovicianus); Great Crested Flycatcher (Myiarchus crinitus),370944,https://www.xeno-canto.org/370944,United States,Eric DeFonso,Baeolophus bicolor_Tufted Titmouse,-94.8129,Not specified,07:48,Eric DeFonso,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,tuftit/XC370944.npy,86
3.0,no,purfin,2 (stereo),2015-05-16,both,28,XC244578.mp3,level,Purple Finch,>20,XC244578 Purple Finch (Haemorhous purpureus),[],no,Haemorhous purpureus," Curtis S. Read Scout Reservation, Brant Lake, New York",Not specified,44100 (Hz),"countersinging, song",? m,"Two males, three seen at the location.",128000 (bps),mp3,level,,244578,https://www.xeno-canto.org/244578,United States,Daniel Parker,Haemorhous purpureus_Purple Finch,Not specified,0-3(s),15:20,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,purfin/XC244578.npy,71
5.0,no,mallar3,2 (stereo),2017-02-25,Not specified,29,XC357023.mp3,Not specified,Mallard,Not specified,XC357023 Mallard (Anas platyrhynchos),[],yes,Anas platyrhynchos," Partrick, Napa County, California",38.3146,48000 (Hz),song,200 m,,128053 (bps),mp3,Not specified,,357023,https://www.xeno-canto.org/357023,United States,Jim Holmes,Anas platyrhynchos_Mallard,-122.3725,Not specified,07:00,Jim Holmes,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,mallar3/XC357023.npy,59
3.0,no,rocpig,2 (stereo),2019-05-28,Not specified,20,XC492939.mp3,Not specified,Rock Dove,Not specified,XC492939 Rock Dove (Columba livia),[],yes,Columba livia," Башмачникова (near  Cheboksary), gorod Cheboksary, Chuvashia",56.0819,44100 (Hz),song,160 m,,192000 (bps),mp3,Not specified,,492939,https://www.xeno-canto.org/492939,Russian Federation,Albert Lastukhin,Columba livia_Rock Pigeon,47.2856,Not specified,07:30,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,rocpig/XC492939.npy,78
